ID,Gmina,Województwo,Powiat,Typ gminy,Powierzchnia ha,Powierzchnia km^2,Ludność,Ludność na km^2,Pożary SUMA,Małe pożary,Średnie pożary,Duże pożary,Bardzo duże pożary,Zagrożenia SUMA,Małe zagrożenia,Lokalne zagrożenia,Średnie zagrożenia,Duże zagrożenia,Gigantyczne/klęski żywiołowe,Fałszywe alarmy SUMA,Złośliwe alarmy,W dobrej wierze,Z urządzeń,Do 30 min.,31-60 min.,61-120 min.,121-240 min.,241-720 min.,do 1 dnia,powyżej 1 dnia,Ofiary śmiertelne SUMA,Ranni SUMA,Ofiary śmiertelne (ratownicy) [pożary],Ranni ratownicy [pożary],Ofiary śmiertelne strażacy [pożary],Ranni strażacy [pożary],Ofiary śmiertelne (inne osoby) [pożary],Ranni (inne osoby) [pożary],Ofiary śmiertelne (dzieci) [pożary],Ranni (dzieci) [pożary],Ofiary śmiertelne (ratownicy) [zagrożenia],Ranni ratownicy [zagrożenia],Ofiary śmiertelne strażacy [zagrożenia],Ranni strażacy [zagrożenia],Ofiary śmiertelne (inne osoby) [zagrożenia],Ranni (inne osoby) [zagrożenia],Ofiary śmiertelne (dzieci) [zagrożenia],Ranni (dzieci) [zagrożenia],Silne wiatry,Przybory wód,Opady śniegu,Opady deszczu,Chemiczne,Ekologiczne,Radiologiczne,Budowlane,Infrastruktury komunalnej,W transporcie drogowym,W transporcie kolejowym,W transporcie lotniczym,Na obszarach wodnych,Medyczne
31,Bolków,dolnośląskie,jaworski,miejsko-wiejska,15260,153,10611,70,57,54,3,0,0,228,85,129,14,0,0,14,1,13,0,9,49,120,77,30,0,0,0,81,0,0,0,0,0,2,0,0,0,1,0,1,0,78,0,14,51,0,0,9,3,1,0,7,26,55,0,0,1,21
32,Jawor,dolnośląskie,jaworski,miejska,1880,19,23266,1238,99,97,2,0,0,192,73,119,0,0,0,26,1,23,2,113,96,63,13,5,1,0,3,40,0,0,0,0,1,1,0,0,0,0,0,0,2,39,0,2,10,0,2,0,7,1,0,4,7,25,0,0,6,16
33,Męcinka,dolnośląskie,jaworski,wiejska,14778,148,5001,34,36,34,2,0,0,56,12,41,3,0,0,2,0,2,0,8,42,28,9,5,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,2,15,0,0,0,0,1,0,2,0,21,0,0,0,8
34,Mściwojów,dolnośląskie,jaworski,wiejska,7194,72,4113,57,44,37,6,1,0,34,4,26,4,0,0,5,0,5,0,7,31,28,10,2,0,0,2,16,0,0,0,0,0,1,0,0,0,0,0,0,2,15,0,1,5,0,0,0,0,0,0,1,0,17,1,0,4,9
35,Paszowice,dolnośląskie,jaworski,wiejska,10128,101,3976,39,22,21,1,0,0,44,6,36,2,0,0,4,0,4,0,6,27,27,5,1,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,15,0,0,0,0,0,0,0,1,19,0,0,0,6
36,Wądroże Wielkie,dolnośląskie,jaworski,wiejska,8915,89,3980,45,43,41,2,0,0,50,9,35,6,0,0,10,0,10,0,7,29,44,10,3,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,3,6,0,0,0,1,1,0,2,0,28,0,0,0,11
38,Jelenia Góra,dolnośląskie,Jelenia Góra,miasto na prawach powiatu,10922,109,80072,733,442,428,12,1,1,628,174,439,15,0,0,68,3,58,7,285,441,243,71,26,4,0,9,95,0,1,0,1,3,8,0,3,0,1,0,0,6,85,0,5,127,1,1,12,41,3,0,21,6,95,1,0,5,65
40,Janowice Wielkie,dolnośląskie,jeleniogórski,wiejska,5783,57,4320,75,34,32,2,0,0,47,10,35,2,0,0,6,0,5,1,6,23,30,11,10,1,0,1,16,0,0,0,0,0,1,0,0,0,0,0,0,1,15,0,4,11,0,0,0,0,1,0,0,0,15,0,0,0,9
41,Jeżów Sudecki,dolnośląskie,jeleniogórski,wiejska,9428,94,7283,77,80,78,2,0,0,61,14,47,0,0,0,5,0,5,0,14,53,51,19,4,0,0,0,11,0,1,0,1,0,1,0,0,0,0,0,0,0,9,0,0,29,0,0,2,1,0,0,4,0,14,0,1,0,5
42,Karpacz,dolnośląskie,jeleniogórski,miejska,3799,39,4711,124,26,26,0,0,0,145,47,95,3,0,0,6,0,3,3,15,73,58,23,2,0,0,2,15,0,0,0,0,0,6,0,0,0,0,0,0,2,9,0,2,76,1,0,0,4,1,0,1,2,19,0,0,1,5
43,Kowary,dolnośląskie,jeleniogórski,miejska,3739,37,11090,297,62,62,0,0,0,74,25,47,2,0,0,7,0,7,0,41,42,44,9,0,0,0,2,22,0,0,0,0,0,1,0,0,0,0,0,0,2,21,1,4,12,1,1,0,5,0,0,1,2,13,0,0,4,11
44,Mysłakowice,dolnośląskie,jeleniogórski,wiejska,8798,88,10218,116,69,63,6,0,0,79,19,58,2,0,0,5,0,5,0,8,54,65,16,5,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,29,0,0,1,0,1,0,4,0,21,0,0,4,8
45,Piechowice,dolnośląskie,jeleniogórski,miejska,4322,43,6314,146,33,29,3,1,0,48,10,38,0,0,0,8,0,8,0,11,22,32,9,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,17,0,0,1,3,2,0,0,1,8,0,0,5,1
46,Podgórzyn,dolnośląskie,jeleniogórski,wiejska,8251,83,8294,101,69,63,6,0,0,147,22,118,7,0,0,9,1,8,0,41,77,65,26,6,0,1,2,27,0,0,0,0,0,5,0,0,0,0,0,0,2,22,0,6,73,0,1,2,6,5,0,5,1,24,0,0,1,11
47,Stara Kamienica,dolnośląskie,jeleniogórski,wiejska,11050,111,5267,48,35,34,1,0,0,51,9,41,1,0,0,4,0,4,0,5,33,36,10,2,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,1,21,0,1,1,1,0,0,1,0,21,0,0,0,8
48,Szklarska Poręba,dolnośląskie,jeleniogórski,miejska,7544,75,6681,89,29,28,1,0,0,124,24,99,1,0,0,8,0,7,1,21,46,54,23,9,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,2,52,1,1,2,3,4,0,2,0,17,0,0,5,9
50,Kamienna Góra (gmina miejska),dolnośląskie,kamiennogórski,miejska,1804,18,19348,1073,146,138,8,0,0,150,49,97,4,0,0,25,2,17,6,128,103,54,6,4,1,0,1,21,0,0,0,0,0,4,0,1,0,0,0,0,1,17,0,3,10,0,1,0,14,1,0,3,2,17,0,0,1,13
51,Kamienna Góra (gmina wiejska),dolnośląskie,kamiennogórski,wiejska,15803,158,9046,57,117,105,10,2,0,90,25,64,1,0,0,18,0,7,11,43,80,61,17,6,0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,1,13,0,0,20,0,0,3,0,1,0,4,13,19,0,0,0,8
52,Lubawka,dolnośląskie,kamiennogórski,miejsko-wiejska,13805,138,11052,80,81,80,1,0,0,367,312,55,0,0,0,8,3,5,0,23,165,240,18,2,0,0,4,8,0,0,0,0,0,1,0,0,0,0,0,0,4,7,0,2,17,3,0,2,4,0,0,2,297,4,0,0,2,6
53,Marciszów,dolnośląskie,kamiennogórski,wiejska,8157,82,4553,56,42,40,2,0,0,105,63,39,3,0,0,2,0,2,0,8,74,47,14,4,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,2,9,0,1,0,2,0,0,1,56,15,0,0,0,6
55,Bystrzyca Kłodzka,dolnośląskie,kłodzki,miejsko-wiejska,33853,339,19077,56,141,136,5,0,0,269,53,206,10,0,0,21,2,16,3,64,136,137,61,11,1,0,7,90,0,1,0,1,0,4,0,0,0,0,0,0,7,85,0,4,75,0,1,7,9,1,0,5,6,55,0,0,4,42
56,Duszniki-Zdrój,dolnośląskie,kłodzki,miejska,2228,22,4728,212,31,31,0,0,0,88,24,60,4,0,0,21,0,4,17,12,38,47,18,4,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,24,0,1,0,1,0,0,0,2,19,0,0,5,4
57,Kłodzko (gmina miejska),dolnośląskie,kłodzki,miejska,2484,25,27193,1095,136,135,1,0,0,263,55,200,8,0,0,41,0,32,9,158,135,83,19,4,0,0,7,78,0,0,0,0,0,1,0,0,0,2,0,1,7,75,1,3,19,0,0,2,16,0,0,2,5,69,1,0,8,51
58,Kłodzko (gmina wiejska),dolnośląskie,kłodzki,wiejska,25325,252,17285,68,229,216,13,0,0,196,30,155,11,0,0,26,1,19,6,53,185,123,52,10,2,0,4,54,0,0,0,0,0,1,0,0,0,0,0,0,4,53,0,7,40,0,0,8,5,0,0,3,10,54,0,1,6,21
59,Kudowa-Zdrój,dolnośląskie,kłodzki,miejska,3390,34,10018,296,67,63,4,0,0,113,14,96,3,0,0,17,0,9,8,7,77,63,28,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,39,0,1,2,2,0,0,2,0,11,0,0,2,4
60,Lądek-Zdrój,dolnośląskie,kłodzki,miejsko-wiejska,11727,117,8365,71,53,52,1,0,0,114,18,89,7,0,0,13,2,7,4,19,52,56,35,4,1,0,4,30,0,0,0,0,1,3,0,0,0,0,0,0,3,27,0,1,30,0,0,5,1,0,0,2,3,20,0,0,3,13
61,Lewin Kłodzki,dolnośląskie,kłodzki,wiejska,5214,52,1940,37,33,31,2,0,0,65,12,53,0,0,0,4,0,4,0,8,23,37,24,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,27,0,0,0,0,0,0,2,1,19,0,0,0,3
62,Międzylesie,dolnośląskie,kłodzki,miejsko-wiejska,18875,189,7241,38,72,70,1,1,0,122,13,106,3,0,0,3,0,1,2,7,39,109,29,8,2,0,3,24,0,0,0,0,0,1,0,0,0,0,0,0,3,23,0,4,34,0,0,0,1,0,0,1,0,24,0,0,3,18
63,Nowa Ruda (gmina miejska),dolnośląskie,kłodzki,miejska,3705,37,22455,606,150,146,4,0,0,202,50,145,7,0,0,32,1,30,1,56,155,107,25,9,0,0,6,53,0,0,0,0,0,9,0,2,0,1,0,0,6,43,0,4,17,1,0,3,4,0,0,3,3,31,1,1,5,24
64,Nowa Ruda (gmina wiejska),dolnośląskie,kłodzki,wiejska,13967,140,11755,84,116,107,8,1,0,97,17,80,0,0,0,9,0,9,0,10,81,84,33,4,1,0,4,11,0,0,0,0,0,1,0,0,0,0,0,0,4,10,0,0,30,0,1,5,0,0,0,3,0,15,0,0,2,7
65,Polanica-Zdrój,dolnośląskie,kłodzki,miejska,1722,17,6381,371,56,55,1,0,0,81,16,62,3,0,0,23,0,6,17,20,54,44,18,1,0,0,2,16,0,0,0,0,1,2,0,0,0,0,0,0,1,14,0,2,20,0,0,0,2,0,0,0,1,15,0,0,1,8
66,Radków,dolnośląskie,kłodzki,miejsko-wiejska,13995,140,9089,65,104,97,7,0,0,115,16,97,2,0,0,15,0,11,4,30,83,70,29,6,1,0,2,17,0,0,0,0,0,1,0,0,0,0,0,0,2,16,0,0,27,0,0,10,1,0,0,1,1,18,0,0,0,10
67,Stronie śląskie,dolnośląskie,kłodzki,miejsko-wiejska,14608,146,7568,52,45,41,4,0,0,75,17,55,3,0,0,11,0,2,9,10,32,47,24,7,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,3,16,0,0,0,1,1,0,3,0,12,0,0,1,4
68,Szczytna,dolnośląskie,kłodzki,miejsko-wiejska,13237,132,7370,56,79,75,4,0,0,97,25,66,6,0,0,11,0,3,8,19,58,60,27,11,1,0,1,28,0,0,0,0,0,2,0,0,0,0,0,0,1,26,0,3,21,0,0,0,0,0,0,1,12,22,0,0,2,8
70,Legnica,dolnośląskie,Legnica,miasto na prawach powiatu,5629,56,100324,1782,775,751,23,1,0,605,191,398,16,0,0,189,15,90,84,514,626,183,54,3,0,0,9,208,0,1,0,1,3,30,0,5,0,0,0,0,6,177,0,13,28,0,0,4,67,2,0,2,8,102,0,0,6,78
72,Chojnów (gmina wiejska),dolnośląskie,legnicki,wiejska,23092,230,9565,41,108,97,11,0,0,114,15,96,3,0,0,13,0,11,2,77,79,38,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,28,0,0,7,5,0,0,2,2,42,0,0,1,16
73,Chojnów (gmina miejska),dolnośląskie,legnicki,miejska,532,5,13573,2551,76,76,0,0,0,121,22,97,2,0,0,13,0,13,0,26,83,82,25,4,2,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,3,11,0,0,2,14,0,0,2,5,17,0,0,0,13
74,Krotoszyce,dolnośląskie,legnicki,wiejska,6750,68,3319,49,32,30,2,0,0,43,8,33,2,0,0,6,0,3,3,5,28,33,6,2,1,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,1,4,0,0,0,1,0,0,0,0,29,0,0,0,11
75,Kunice,dolnośląskie,legnicki,wiejska,9266,93,6750,73,70,67,3,0,0,36,10,23,3,0,0,4,0,4,0,4,50,36,13,3,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,5,0,0,0,1,0,0,0,0,14,0,0,2,5
76,Legnickie Pole,dolnośląskie,legnicki,wiejska,8524,85,5252,62,56,55,1,0,0,60,15,44,1,0,0,16,0,5,11,9,36,58,11,1,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,1,6,0,3,0,2,0,0,3,0,36,0,0,0,14
77,Miłkowice,dolnośląskie,legnicki,wiejska,8663,87,6629,77,107,94,13,0,0,66,20,43,3,0,0,7,1,6,0,19,77,61,13,3,0,0,2,29,0,0,0,0,0,2,0,0,0,0,0,0,2,27,0,2,7,0,2,2,1,0,0,0,2,20,0,0,1,13
78,Prochowice,dolnośląskie,legnicki,miejsko-wiejska,10251,103,7507,73,116,108,5,3,0,42,10,32,0,0,0,8,2,6,0,4,58,65,24,6,1,0,3,16,0,1,0,0,0,1,0,0,0,0,0,0,3,14,0,0,2,0,0,0,1,0,0,0,0,17,0,0,0,6
79,Ruja,dolnośląskie,legnicki,wiejska,7330,73,2638,36,15,14,1,0,0,16,2,13,1,0,0,2,0,0,2,0,6,20,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,2
81,Leśna,dolnośląskie,lubański,miejsko-wiejska,10460,105,10162,97,98,90,7,1,0,94,20,68,5,1,0,15,0,6,9,21,59,80,21,11,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,1,28,0,0,1,2,1,0,2,8,11,0,0,4,3
82,Lubań (gmina miejska),dolnośląskie,lubański,miejska,1612,16,21318,1322,142,139,3,0,0,227,47,175,5,0,0,40,2,22,16,122,148,66,29,4,0,0,6,79,0,0,0,0,0,9,0,1,0,1,0,1,6,69,1,12,42,0,1,2,15,6,0,4,4,28,0,0,0,41
83,Lubań (gmina wiejska),dolnośląskie,lubański,wiejska,14234,141,6607,46,74,71,3,0,0,94,15,78,1,0,0,9,0,9,0,21,78,48,14,7,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,2,29,0,0,1,1,2,0,2,5,19,0,0,1,15
84,Olszyna,dolnośląskie,lubański,miejsko-wiejska,4712,47,6524,138,44,41,3,0,0,32,8,21,3,0,0,9,0,9,0,4,28,24,16,4,0,0,3,14,0,0,0,0,0,2,0,0,0,0,0,0,3,12,0,0,7,0,0,0,0,0,0,1,1,7,0,0,3,4
85,Platerówka,dolnośląskie,lubański,wiejska,4790,48,1631,34,25,24,1,0,0,27,2,24,1,0,0,1,0,1,0,1,23,18,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,2,0,3,0,0,1,1
86,Siekierczyn,dolnośląskie,lubański,wiejska,4950,50,4540,92,36,34,1,1,0,38,8,29,1,0,0,5,0,5,0,9,30,24,9,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,10,0,0,0,2,1,0,0,3,6,0,0,0,4
87,Świeradów-Zdrój,dolnośląskie,lubański,miejska,2072,21,4209,203,38,37,1,0,0,90,28,60,2,0,0,32,1,10,21,6,36,59,24,3,0,0,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,32,2,0,4,1,1,0,2,0,7,0,0,2,2
89,Lubin (gmina miejska),dolnośląskie,lubiński,miejska,4077,41,72892,1788,198,194,2,1,1,211,59,151,1,0,0,56,0,49,7,155,163,56,30,4,1,0,7,84,0,0,0,0,0,9,0,0,0,0,0,0,7,75,0,6,6,1,1,15,4,0,0,2,0,62,0,0,2,34
90,Lubin (gmina wiejska),dolnośląskie,lubiński,wiejska,28978,290,15605,54,119,108,11,0,0,77,10,64,3,0,0,16,1,15,0,13,88,69,20,5,1,0,7,73,0,0,0,0,0,0,0,0,0,0,0,0,7,73,0,3,17,0,0,2,3,1,0,0,1,40,0,0,1,25
91,Rudna,dolnośląskie,lubiński,wiejska,21664,217,7742,36,62,59,3,0,0,36,6,29,1,0,0,6,0,6,0,4,48,33,12,1,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,9,0,1,2,1,0,0,0,0,8,0,0,1,6
92,Ścinawa,dolnośląskie,lubiński,miejsko-wiejska,16443,164,10081,61,102,100,2,0,0,33,6,26,1,0,0,8,0,8,0,15,65,42,11,2,0,0,2,16,0,0,0,0,0,1,0,0,0,0,0,0,2,15,0,2,4,1,0,4,1,0,0,0,1,12,0,0,0,6
94,Gryfów śląski,dolnośląskie,lwówecki,miejsko-wiejska,6667,67,9779,147,65,57,8,0,0,78,5,72,1,0,0,12,0,11,1,12,47,59,24,1,0,0,2,25,0,0,0,0,1,0,0,0,0,0,0,0,1,25,0,4,9,0,0,1,5,0,0,1,5,18,0,0,0,3
95,Lubomierz,dolnośląskie,lwówecki,miejsko-wiejska,13053,131,6235,48,55,51,4,0,0,68,11,54,3,0,0,2,0,1,1,4,29,55,31,4,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,4,16,0,0,0,0,0,0,1,2,25,0,0,2,6
96,Lwówek śląski,dolnośląskie,lwówecki,miejsko-wiejska,23993,240,17346,72,114,110,4,0,0,163,17,142,4,0,0,14,0,9,5,52,107,81,28,8,1,0,1,39,0,0,0,0,0,3,0,0,0,0,0,0,1,36,0,3,57,0,0,4,2,1,0,8,2,22,0,0,2,18
97,Mirsk,dolnośląskie,lwówecki,miejsko-wiejska,18650,186,8692,47,101,93,8,0,0,101,16,81,3,1,0,5,0,4,1,12,67,77,33,11,1,1,1,20,0,0,0,0,0,2,0,0,0,0,0,0,1,18,0,5,26,1,0,5,1,0,0,2,9,15,1,0,3,6
98,Wleń,dolnośląskie,lwówecki,miejsko-wiejska,8606,86,4308,50,34,32,2,0,0,59,9,49,1,0,0,0,0,0,0,6,26,31,28,2,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,15,0,0,2,1,0,0,1,4,11,0,0,2,7
100,Cieszków,dolnośląskie,milicki,wiejska,10083,101,4663,46,16,14,2,0,0,58,7,50,1,0,0,2,0,2,0,3,25,32,12,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,2,1,1,0,0,1,11,0,0,0,6
101,Krośnice,dolnośląskie,milicki,wiejska,17854,178,8177,46,73,69,4,0,0,90,8,81,1,0,0,7,1,5,1,6,69,70,16,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,25,0,0,0,0,0,0,0,2,15,0,0,1,6
102,Milicz,dolnośląskie,milicki,miejsko-wiejska,43556,436,24285,56,173,163,8,2,0,347,61,282,4,0,0,20,2,16,2,55,207,166,76,15,1,0,5,62,0,1,0,1,0,5,0,0,0,0,0,0,5,56,0,1,71,0,0,2,2,0,0,2,1,70,0,0,4,24
104,Bierutów,dolnośląskie,oleśnicki,miejsko-wiejska,14700,147,10058,68,94,91,3,0,0,74,4,70,0,0,0,1,0,1,0,13,75,58,19,3,0,0,1,19,0,0,0,0,0,1,0,0,0,0,0,0,1,18,0,0,36,0,0,7,0,0,0,4,1,17,0,0,0,13
105,Dobroszyce,dolnośląskie,oleśnicki,wiejska,13196,132,6595,50,36,32,4,0,0,37,5,32,0,0,0,0,0,0,0,6,35,25,5,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,8,1,0,5,0,0,0,0,0,11,0,0,0,8
106,Dziadowa Kłoda,dolnośląskie,oleśnicki,wiejska,10579,106,4644,44,24,22,2,0,0,13,0,12,1,0,0,0,0,0,0,3,13,14,6,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,2,0,0,2,0,0,0,0,0,5,0,0,0,4
107,Międzybórz,dolnośląskie,oleśnicki,miejsko-wiejska,8778,88,5096,58,25,22,3,0,0,47,3,40,4,0,0,1,0,1,0,10,27,21,12,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,9,0,0,17,1,0,0,0,1,13,0,0,0,10
108,Oleśnica (gmina wiejska),dolnośląskie,oleśnicki,wiejska,2096,21,37300,1780,113,104,9,0,0,125,13,111,1,0,0,4,0,3,1,117,144,32,14,2,0,0,5,76,0,0,0,0,2,2,0,0,0,0,0,0,3,74,0,5,22,0,0,1,3,0,0,0,0,78,2,0,0,45
109,Oleśnica (gmina miejska),dolnośląskie,oleśnicki,miejska,24285,242,13299,55,109,107,2,0,0,200,37,162,1,0,0,13,2,5,6,36,105,61,28,8,0,0,6,58,0,0,0,0,0,6,0,0,0,1,0,1,6,51,0,9,15,0,0,0,7,0,0,2,1,35,1,1,1,37
110,Syców,dolnośląskie,oleśnicki,miejsko-wiejska,14511,145,16834,116,62,61,1,0,0,111,16,90,5,0,0,4,0,4,0,34,75,45,15,4,0,0,4,49,0,0,0,0,1,0,0,0,0,0,0,0,3,49,0,4,19,0,0,3,0,1,0,2,0,40,0,0,0,31
111,Twardogóra,dolnośląskie,oleśnicki,miejsko-wiejska,16786,168,13081,78,65,60,5,0,0,69,9,56,4,0,0,0,0,0,0,15,49,41,27,2,0,0,5,10,0,1,0,0,1,0,0,0,0,0,0,0,4,9,0,0,23,1,0,10,2,0,0,1,0,9,1,0,1,2
113,Domaniów,dolnośląskie,oławski,wiejska,9446,94,5215,55,38,36,2,0,0,51,6,40,5,0,0,5,0,5,0,6,36,31,12,4,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,6,0,0,0,1,1,0,2,0,24,0,0,0,3
114,Jelcz-Laskowice,dolnośląskie,oławski,miejsko-wiejska,16763,168,23269,139,338,323,15,0,0,170,38,128,4,0,0,20,1,18,1,130,231,93,36,15,3,0,5,58,0,0,0,0,0,4,0,0,0,0,0,0,5,54,0,5,27,0,0,10,1,0,0,3,1,47,0,0,2,24
115,Oława (gmina wiejska),dolnośląskie,oławski,wiejska,23465,235,15138,65,133,131,2,0,0,118,12,102,4,0,0,7,0,7,0,150,132,47,15,3,0,0,2,40,0,0,0,0,0,2,0,0,0,0,0,0,2,38,0,0,17,0,0,8,2,2,0,1,0,50,0,0,2,17
116,Oława (gmina miejska),dolnośląskie,oławski,miejska,2736,27,32883,1202,151,150,1,0,0,196,42,151,3,0,0,40,2,14,24,35,117,71,20,6,2,0,7,46,0,0,0,0,0,4,0,0,0,1,0,1,7,41,0,8,12,1,0,6,7,11,0,5,5,37,0,0,8,19
118,Chocianów,dolnośląskie,polkowicki,miejsko-wiejska,22166,222,12866,58,77,70,7,0,0,104,11,89,4,0,0,11,0,11,0,8,37,93,36,7,0,0,1,54,0,0,0,0,0,3,0,0,0,0,0,0,1,51,0,7,11,0,1,15,6,1,0,4,1,32,0,0,2,18
119,Gaworzyce,dolnośląskie,polkowicki,wiejska,7676,77,4009,52,26,25,1,0,0,34,1,28,5,0,0,7,0,7,0,4,20,24,10,2,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,2,2,0,0,0,2,0,0,0,1,14,0,0,0,12
120,Grębocice,dolnośląskie,polkowicki,wiejska,12170,121,5387,44,39,39,0,0,0,31,5,25,1,0,0,1,1,0,0,6,28,26,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,7,0,0,0,0,0,0,3,0,10,0,0,0,3
121,Polkowice,dolnośląskie,polkowicki,miejsko-wiejska,16765,168,27512,164,115,113,1,1,0,219,58,157,3,1,0,30,1,29,0,69,132,99,25,9,0,0,3,138,0,0,0,0,0,5,0,0,0,0,0,0,3,133,0,1,18,0,0,1,5,1,0,1,2,67,0,0,1,26
122,Przemków,dolnośląskie,polkowicki,miejsko-wiejska,10745,107,8488,79,105,94,8,3,0,52,7,43,2,0,0,4,0,4,0,8,49,66,29,5,0,0,4,10,0,1,0,0,0,1,0,0,0,0,0,0,4,8,0,0,9,0,0,1,0,0,0,0,1,10,0,0,0,6
123,Radwanice,dolnośląskie,polkowicki,wiejska,8424,84,4755,56,45,40,3,1,1,25,3,21,1,0,0,3,0,3,0,1,17,41,8,1,1,1,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,3,0,0,1,0,0,0,1,1,13,0,0,2,5
125,Borów,dolnośląskie,strzeliński,wiejska,9865,99,5324,54,37,35,2,0,0,45,9,36,0,0,0,2,0,2,0,3,35,29,12,2,1,0,1,16,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,5,0,2,2,0,0,0,0,0,10,0,0,0,7
